platform,context_id,source_url,post_title,post_context,post_published_at_raw,post_published_at,verdict,reason,metadata_resolved,matched_groups,co_thanh_pho_khac,discovery_source,discovery_query,expected_comment_count,captured_comment_count,missing_comment_count,comment_capture_status,comment_retry_count,crawled_at
youtube,GcCSHBBc5fA,https://www.youtube.com/watch?v=GcCSHBBc5fA,Nước sông Nhuệ dâng cao làm nhiều tuyến đường khu vực phía Tây Hà Nội ngập nặng  | Tin tức,"Nước sông Nhuệ dâng cao làm nhiều tuyến đường khu vực phía Tây Hà Nội ngập nặng  | Tin tức
NLĐ | Nước sông Nhuệ dâng cao làm nhiều tuyến đường khu vực phía Tây Hà Nội ngập nặng 
Trong đợt mưa lớn mới đây, mực nước sông Nhuệ dâng cao vượt ngưỡng khiến tuyến đường 6 làn tại Hà Nội biến thành “sông nước”. Giao thông tại các điểm thấp bị tê liệt, ô tô, xe máy gặp khó khăn khi lưu thông, nhiều phương tiện chết máy. Hiện lực lượng thoát nước và công nhân đang khẩn trương xử lý để thông tuyến và giảm thiệt hại cho người dân.
Trong video này, chúng tôi sẽ thông tin về:
Nước sông Nhuệ dâng cao làm nhiều tuyến đường khu vực phía Tây Hà Nội ngập nặng 
Vỡ đập thủy điện Bắc Khê 1: Thiệt hại 50 tỉ đồng, gần 800 nhân khẩu phải di dời khẩn cấp
Xe cứu hộ trầy trật giải cứu hàng trăm ô tô ngập nước, giá tăng mạnh vì quá tải
🔔 Hãy đăng kí kênh @Báo Người Lao động TV để không bỏ lỡ những thông tin hấp dẫn.
Thông tin sử dụng từ nguồn chính thức: https://tienphong.vn/nuoc-song-nhue-dang-cao-tuyen-duong-6-lan-xe-o-ha-noi-hoa-thanh-song-post1784864.tpo? 

#anhhuongbao #mualongayngap #duongthanhsong #Hanoingapnghiemtrong #baonguoilaodong

----------------
📰 BÁO NGƯỜI LAO ĐỘNG – Kênh YouTube chính thức  
https://www.youtube.com/channel/UCzkyOx_0O1pGOqHiUMOe2KQ?sub_confirmation=1

Cập nhật liên tục:  
• Thời sự & Tin tức 24h  
• Quốc tế & Điểm nóng toàn cầu  
• Hồ sơ vụ án – Phân tích khách quan  
• Đời sống đô thị, Kinh tế & Sức khỏe  

🌐 Website: https://nld.com.vn  
📘 Fanpage: Người Lao Động  
🎵 TikTok: @baonguoilaodong  

👉 Đăng ký kênh để nhận thông tin nhanh chóng, chính xác và đáng tin cậy mỗi ngày.  
https://www.youtube.com/channel/UCzkyOx_0O1pGOqHiUMOe2KQ?sub_confirmation=1

🙏 Cảm ơn sự đồng hành của quý khán giả!  

#NguoiLaoDongTV #ThoiSu #TinTuc24h #TinQuocTe",2025-10-07T21:05:00Z,2025-10-07T21:05:00Z,accept,flood_transport_hanoi,1,"flood_state,transport_impact,hanoi_location",0,search,ngập nước Hà Nội giao thông,,,,,,2026-09-25T10:07:58.102110+07:00
youtube,GfKwdXfeG84,https://www.youtube.com/watch?v=GfKwdXfeG84,Thủ tướng thị sát vùng ngập lụt ven sông ở Hà Nội | Tin tức,"Thủ tướng thị sát vùng ngập lụt ven sông ở Hà Nội | Tin tức
Đêm 9/10, được biết tại các xã Trung Giã, Đa Phúc, thành phố Hà Nội nhiều điểm đang bị ngập lụt sâu do nước lũ trên các sông dâng cao, Thủ tướng Phạm Minh Chính đã trực tiếp đến kiểm tra, chỉ đạo công tác ứng phó, khắc phục hậu quả với mưa lũ. Cùng đi với Thủ tướng Bí thư thành ủy Hà Nội Bùi Thị Minh Hoài; Tổng Tham mưu trưởng Quân đội nhân dân Việt Nam, Thứ trưởng Bộ Quốc phòng, đại trướng Nguyễn Tân Cương.
#tintuc #daihanoi #hanoionline 
----
➡ Đây là Kênh Youtube chính thức của Đài Phát thanh và Truyền hình Hà Nội.
➡ Click Theo dõi (Subscribe) để nhận thông tin tin tức kịp thời trên kênh Youtube của Đài Phát thanh và Truyền hình Hà Nội:
https://www.youtube.com/HaNoiTVGo?sub_confirmation=1

👉 THÔNG TIN LIÊN HỆ: 
🔶 Đài Phát Thanh Truyền Hình Hà Nội: Số 3-5 Huỳnh Thúc Kháng, Đống Đa, Hà Nội
📧 Email: ttnoidungso@daihanoi.vn
☎️ Điện thoại: 0865.116.699

#DaiHaNoi #HanoiOnline",2025-10-10T05:43:32Z,2025-10-10T05:43:32Z,accept,flood_transport_hanoi,1,"flood_state,transport_impact,hanoi_location",0,search,ngập úng Hà Nội đi,,,,,,2026-09-25T11:25:19.872510+07:00
youtube,Gg0ZmqkTfvs,https://www.youtube.com/watch?v=Gg0ZmqkTfvs,"Toàn cảnh ngập lụt Hà Nội: 82 điểm ngập nặng, phố xá hóa đại dương","Toàn cảnh ngập lụt Hà Nội: 82 điểm ngập nặng, phố xá hóa đại dương
Báo Văn Hóa | Mưa lớn do ảnh hưởng từ hoàn lưu bão số 10 khiến nhiều tuyến phố Hà Nội ngập sâu, hàng loạt ôtô, xe máy chết máy giữa dòng nước.

▶ Báo Văn Hóa  - Thông tin nhanh nhất, chính xác nhất
❤️ Cảm ơn các bạn đã xem video
❤️ Đăng ký theo dõi kênh để nhận được những thông tin mới nhất: https://tinyurl.com/2zewfhw7

Báo Văn hóa là kênh kênh chia sẻ các nội dung tin tức, cập nhật nhanh chóng những tin tức, sự kiện văn hóa nổi bật và hấp dẫn nhất. Khám phá góc nhìn sâu sắc về đời sống văn hóa, nghệ thuật, di sản, và các vấn đề văn hóa – xã hội đang thu hút sự quan tâm.

#hanoingap  #baoso10 #baobualoi #dbtt #giaothonghanoi #vanhoa #baovanhoa",2025-10-01T06:24:54Z,2025-10-01T06:24:54Z,accept,flood_transport_hanoi,1,"flood_state,transport_impact,hanoi_location",0,search,điểm ngập Hà Nội xe máy,,,,,,2026-09-25T11:47:50.300679+07:00
youtube,Gg9mdZNj78o,https://www.youtube.com/watch?v=Gg9mdZNj78o,Hà Nội: ‘Hốt bạc’ triệu nghề chữa bệnh xe chết máy ‘bì bõm’ trên phố ngập nước| VTC News,"Hà Nội: ‘Hốt bạc’ triệu nghề chữa bệnh xe chết máy ‘bì bõm’ trên phố ngập nước| VTC News
VTC News | Sáng ngày 01/10 do ảnh hưởng của cơn bão số 10 (Bualoi) Hà Nội trời vẫn đổ mưa. Tại một số tuyến đường vẫn diễn ra cảnh ngập lụt, như đường rẽ nhánh Phạm Văn Đồng - Hồ Tùng Mậu, đường Lê Đức Thọ đối diện Trung tâm Huấn luyện và thi đấu thể dục thể thao Hà Nội. Hàng loạt xe máy đi qua điểm ngập trên bị chết máy phải chờ những người thợ sửa xe lưu động ‘ bắt bệnh’.
Kênh Youtube chính thức của Báo điện tử VTC News - Cập nhật tin tức thời sự nhanh chóng, chính xác nhất
Kết nối với VTC News tại:
✓ Website: http://vtcnews.vn
✓ Facebook : https://www.facebook.com/vtcnewsvn/
✓ Twitter: http://twitter.com/vtcnewsvn
✓ Youtube: https://www.youtube.com/@VTCNewstintuc
Cơ quan chủ quản: Đài Tiếng nói Việt Nam
Email: toasoan@vtcnews.vn
#VTCNews #xuhuong #News #baodientu #tintuc #thoisu",2025-10-01T09:30:12Z,2025-10-01T09:30:12Z,accept,flood_transport_hanoi,1,"flood_state,transport_impact,hanoi_location",0,search,điểm ngập Hà Nội xe máy,,,,,,2026-09-25T11:47:35.246054+07:00
youtube,GsrY6Fj2jwc,https://www.youtube.com/watch?v=GsrY6Fj2jwc,"Mưa ngập đường, muôn kiểu dò đường đi của người Hà Nội ít được tiết lộ  | Tin tức 24h","Mưa ngập đường, muôn kiểu dò đường đi của người Hà Nội ít được tiết lộ  | Tin tức 24h
DDDN | Mưa ngập đường, muôn kiểu dò đường đi của người Hà Nội ít được tiết. Hà Nội thành 'Venice phiên bản lỗi' khi mưa lớn ngập đường, người dân bật mí 1 nghìn lẻ 1 cách dò đường mà chưa sách nào dạy bạn. 
Thiếu công cụ cảnh báo ngập lụt thời gian thực, người dân Hà Nội bối rối trước khi ra đường, nhiều trường hợp hỏng xe hoặc phải quay đầu vì ""đến nơi mới biết ngập"". Và cũng chính lúc này,những kỹ năng tưởng chừng như quên lãng lại được đào lại để vượt qua những tuyến phố ngập bánh xe, những hố công nước chẳng may mất nắp tự bao giờ.

Trong video này, chúng tôi sẽ thông tin về:
- Mưa ngập đường, muôn kiểu dò đường đi của người Hà Nội ít được tiết
- Cận cảnh người dân bị đảo lộn cuộc sống vì mưa ngập, ốc đảo ở Hà Nội

Bạn có muốn chia sẻ gì thêm về chuyện mưa ngập ở Hà Nội không? Hãy để lại bình luận bên dưới nhé.
🔔 Hãy đăng kí kênh Diễn đàn Doanh nghiệp để không bỏ lỡ những thông tin hấp dẫn.
Thông tin sử dụng được tham khảo từ nguồn tổng hợp

#muangaphanoi #hanoingap #diendandoanhnghiep


------------------------------
🎥 Diễn đàn Doanh nghiệp TV – Cập nhật kinh tế, thời sự quốc tế, tài chính và biến động toàn cầu mỗi ngày.

🔎 Tại đây, bạn sẽ:
• Theo dõi xung đột nóng: Nga–Ukraine, Israel–Iran, Biển Đông, Đài Loan...
• Nắm bắt biến động kinh tế: Giá vàng, chứng khoán, chính sách tiền tệ, ngân hàng trung ương
• Phân tích chuyên sâu: Địa chính trị, tài chính vĩ mô, chiến lược toàn cầu
• Cảnh báo thiên tai – biến đổi khí hậu – dự báo thời tiết chính xác

⏱️ Cập nhật tin tức liên tục, phân tích từ nguồn chính thống, dẫn dắt bằng tư duy.

📌 Đăng ký kênh để không bỏ lỡ những bản tin và bình luận quan trọng:
👉 https://www.youtube.com/c/DiễnĐànDoanhNghiệpTv?sub_confirmation=1

 #diendandoanhnghieptv #thoisuquocte #phantichkinhte #xungdottoancau #tinnong24h #tintucchinhtri #tintuc24h",2026-09-21T04:00:33Z,2026-09-21T04:00:33Z,accept,flood_transport_hanoi,1,"flood_state,transport_impact,hanoi_location",0,search,ngập lụt Hà Nội đi lại,,,,,,2026-09-25T10:43:44.238101+07:00
youtube,Gu9mB81PCb4,https://www.youtube.com/watch?v=Gu9mB81PCb4,Nhà Phố Hà Nội Đẹp Ngỡ Ngàng | Tràn Ngập Ánh Sáng &amp; Cây Xanh | Phan Nhà Phố,"Nhà Phố Hà Nội Đẹp Ngỡ Ngàng | Tràn Ngập Ánh Sáng &amp; Cây Xanh | Phan Nhà Phố
Bạn đang tìm đường từ Bến xe Yên Nghĩa đến ngõ 1175 Quang Trung, Yên Nghĩa, Hà Đông?
Video này sẽ hướng dẫn bạn lộ trình ngắn gọn, dễ nhớ và nhanh nhất để di chuyển, dù bạn đi xe máy hay ô tô.

📍 Điểm xuất phát: Bến xe Yên Nghĩa
📍 Điểm đến: Nhà bán Ngõ 1175 Quang Trung, Hà Đông

💡 Nội dung trong video:

Hướng dẫn chi tiết từng đoạn đường
Các điểm mốc dễ nhận biết
Mẹo tránh tắc đường vào giờ cao điểm

👉 Đừng quên bấm Like và Subscribe
@phannhaphoshorts @PhanNhaPhoOfficial  để xem thêm nhiều hướng dẫn đường đi vào nhà 1175 Quang Trung – Hà Đông nhanh chóng và chính xác!",2025-08-10T02:30:19Z,2025-08-10T02:30:19Z,accept,flood_transport_hanoi,1,"flood_state,transport_impact,hanoi_location",0,search,điểm ngập Hà Nội xe máy,,,,,,2026-09-25T11:48:42.214250+07:00
youtube,GvTUM0m0KYs,https://www.youtube.com/watch?v=GvTUM0m0KYs,"Dự báo thời tiết Hà Nội ngày 19/8 có mưa to và dông, khiến trận bán kết đứng trước nguy cơ ảnh hưởng","Dự báo thời tiết Hà Nội ngày 19/8 có mưa to và dông, khiến trận bán kết đứng trước nguy cơ ảnh hưởng
➥ Kênh Youtube chính thức của Thethao247.vn chuyên tổng hợp video bóng đá, bản tin thể thao, sự kiện bóng đá trong nước và quốc tế đặc sắc. Tất cả vì đam mê bóng đá!!!!

➥ Đừng quên nhấn đăng kí để cập nhật những thông tin mới nhất tại: https://bit.ly/2vdNrXk

➥ Xem nhiều thông tin HOT tại:
» Web: https://thethao247.vn/
» Fanpage : https://www.facebook.com/thethao247.vn
#thethao247 #bongda #thethao #metub #metubnetwork  
---------------------------------------------/-------------
© Bản quyền thuộc về Thể Thao 247
© Copyright by Thể Thao 247 ☞ Do not Reup",2026-08-20T03:19:25Z,2026-08-20T03:19:25Z,reject,missing_group:flood_state+transport_impact,1,hanoi_location,0,search,mưa cực đoan Ha Noi be,,,,,,2026-09-25T14:30:45.436371+07:00
youtube,Gxuv7aokA_o,https://www.youtube.com/watch?v=Gxuv7aokA_o,BẤT NGỜ KHAI HẾT - TÀI XẾ HÀ NỘI BÁN XE XĂNG MUA XE ĐIỆN VF6 CHẠY TAXI SẠC FREE 4 NĂM &amp; CÁI KẾT,"BẤT NGỜ KHAI HẾT - TÀI XẾ HÀ NỘI BÁN XE XĂNG MUA XE ĐIỆN VF6 CHẠY TAXI SẠC FREE 4 NĂM &amp; CÁI KẾT
cuộc sống sài gòn
ỦNG HỘ KÊNH XIN CÁC BẠN NHẤN ÐĂNG KÝ (MIỄN PHÍ) ÐỂ THEO DÕI.
Please SUBSCRIBE to my channel:
https://goo.gl/sCe18n

#cuocsongsaigon #saigon #nguoimientayotexas

hết hồn nghe tài xế hà nội bán xe xăng mua xe điện vf6 chạy công nghệ giữa thủ đô được sạc free 4 năm và cái kết



*hành trình đà lạt về sài gòn NHANH NHẤT ngắm nhiều cảnh đẹp* https://www.youtube.com/watch?v=mF9boR262pk&t=7774s

*du lịch thái lan tự túc rẻ hơn đi phú quốc* https://youtu.be/ZkLPe3wwu2Q?si=xQ-PiK5cxVS0vnmO

*con đường BƯỚM ĐÊM khét tiếng* https://www.youtube.com/watch?v=pxIzO3OGH3Y

*biệt thự nhà VIỆT HƯƠNG giàu chưa từng thấy* https://www.youtube.com/watch?v=D3frYXLeeqA

*sài gòn NGẬP KINH HOÀNG NGÀY ĐÊM SÁNG TỐI* https://www.youtube.com/watch?v=C0FYpVspSvw

*khu nhà lầu đại gia CHO TIỀN KHÔNG DÁM Ở* https://www.youtube.com/watch?v=n9NR-6L3Qzk

*kinh khủng 2 SIÊU THỊ LỚN NHẤT KHỦNG NHẤT THÀNH PHỐ BÌNH DƯƠNG* https://www.youtube.com/watch?v=1fIaiEEJTLE

*ai ngờ ĐÊM GIÁNG SINH SÀI GÒN ăn chơi khắp nơi* https://www.youtube.com/watch?v=l3chnh_6K8E

*kinh hoàng XẢ NƯỚC CỐNG VỪA ĐEN VỪA THÚI chưa từng thấy* https://www.youtube.com/watch?v=WieinQ8cLIM

*view xem pháo hoa đẹp nhất sài gòn* https://www.youtube.com/watch?v=ECfzA_kJ25c

*đổi tiền NGOẠI TỆ CHỢ BẾN THÀNH mùng 1 tết tây* https://www.youtube.com/watch?v=jouxGAnTPKU

*xóm đạo hang đá lớn nhất sài gòn* https://www.youtube.com/watch?v=ulY8xM4yosQ

*bắn pháo hoa ĐÊM GIAO THỪA lạ chưa từng thấy* https://www.youtube.com/watch?v=1ke2JXUGQnI

*giây phút căng thẳng CHẶN XE CHỜ CỨU THƯƠNG tai nạn giao thông xóm đạo* https://www.youtube.com/watch?v=vCcltNg1zZ8

*sài gòn VỠ TRẬN ĐÊM GIAO THỪA 2024 cảnh tượng chưa từng thấy* https://www.youtube.com/watch?v=ahVu_p6r68Y

*giá rẻ bất ngờ NGẬP TRÀN HÀNG LẠ CHỢ BẾN THÀNH BÁN SAO LẠI* https://www.youtube.com/watch?v=lpRo3-QYQkY

*du lịch THÁI LAN TỰ TÚC giáng sinh 2024* https://www.youtube.com/playlist?list=PL0N8x1Z6ldye69BA_Kf1Uk3zUKBRIVZLE

*kinh hoàng NƯỚC NGẬP PHUN VĂNG NẮP CỐNG chưa từng thấy ở chợ lớn* https://www.youtube.com/watch?v=2BBoXsPQ8go&list=RDCMUCJucs3KKotPlqF1GZo-DWbw&index=5

*giật mình cảnh hàng ngàn bạn trẻ xếp hàng chờ mua túi 99k việt kiều đức thái công* https://www.youtube.com/watch?v=JhUiyIzGYQM

*chợ tết sài gòn 2024 mùa phá sản khắp nơi* https://www.youtube.com/watch?v=kvIJ1F24ub0

*lớn chưa từng thấy LỄ HỘI CHỢ TẾT VIỆT 2024* https://www.youtube.com/watch?v=1JBWU_zlakc&t=2995s

*toàn cảnh chợ tết chợ bến thành sài gòn* https://www.youtube.com/watch?v=8sBjoPqMEVI&t=22s

*hành trình cao tốc SÀI GÒN NHA TRANG nhanh chưa từng thấy* https://www.youtube.com/watch?v=-7-4jWhoBaU&t=288s

*viếng mộ ông NGUYỄN BÁ THANH người nổi tiếng nhất ĐÀ NẴNG* https://www.youtube.com/watch?v=q9i8oYFC6oo&t=66s
 
*FULL NGÀY 1 TOUR NHẬT BẢN 35 TRIỆU NGẮM HOA ANH ĐÀO* https://www.youtube.com/watch?v=hBXW0BeYfiU 

*FULL NGÀY 2 TOUR NHẬT BẢN 35 TRIỆU NGẮM HOA ANH ĐÀO & NÚI PHÚ SĨ* https://www.youtube.com/watch?v=SVNY0BR4Hn4

*FULL NGÀY 3 TOUR NHẬT BẢN 35 TRIỆU NGẮM HOA ANH ĐÀO* https://www.youtube.com/watch?v=n1h0EKrUz7Y",2025-10-05T01:00:27Z,2025-10-05T01:00:27Z,accept,flood_transport_hanoi,1,"flood_state,transport_impact,hanoi_location",1,search,mưa ngập Ha Noi taxi,,,,,,2026-09-25T14:26:07.772323+07:00
youtube,H0CuzymgrdE,https://www.youtube.com/watch?v=H0CuzymgrdE,"Cao tốc Hà Nội - Thái Nguyên vẫn ngập đến nửa mét, phương tiện đi lại khó khăn #tintuc #tinnong","Cao tốc Hà Nội - Thái Nguyên vẫn ngập đến nửa mét, phương tiện đi lại khó khăn #tintuc #tinnong
Cao tốc Hà Nội - Thái Nguyên vẫn ngập đến nửa mét, phương tiện đi lại khó khăn.

Sáng 10/10, đại diện Phòng CSGT Công an Hà Nội cho biết, cao tốc Hà Nội - Thái Nguyên (đoạn qua Hà Nội) vẫn ngập úng khiến các phương tiện di chuyển khó khăn.

Cụ thể, điểm ngập úng từ Km29 đến Km29+40 cao tốc Hà Nội - Thái Nguyên (đoạn qua xã Trung Giã, Hà Nội). Đến 6h30 cùng ngày, nước ngập tại đây dâng lên khoảng nửa mét, cao hơn thời điểm tối qua (9/10) từ 20-30cm
------
★ Đăng ký kênh và bấm chuông theo dõi những tin tức mới nhất từ 2sao Official:
Đăng kí ngay 👉 https://bit.ly/32LEYvi
Click for subcribe 👉 https://bit.ly/32LEYvi
------
Theo dõi 2saoTV tại
★ Facebook 2sao: https://www.facebook.com/2sao.vietnamnet.vn
★ Trang tin giải trí 2sao: https://2sao.vn/
-----
Tin tức giải trí 2saoTV - kênh cập nhật tin tức Sao Việt - tin tức showbiz - đời sống xã hội - tin hot 24h mới nhất hằng ngày
-----
© Bản quyền thuộc về 2sao Official
© Copyright by 2sao Official ☞ Do not Reup
#tingiaitri #giaitri #thoisu",2025-10-10T02:45:30Z,2025-10-10T02:45:30Z,accept,flood_transport_hanoi,1,"flood_state,transport_impact,hanoi_location",0,search,ngập úng Hà Nội đi,,,,,,2026-09-25T11:25:23.065133+07:00
youtube,H0pgbJeJ0fY,https://www.youtube.com/watch?v=H0pgbJeJ0fY,"Mưa xuyên đêm “nhấn chìm” nhiều tuyến phố Hà Nội, hơn 20 điểm ngập úng,  giao thông ùn tắc nặng","Mưa xuyên đêm “nhấn chìm” nhiều tuyến phố Hà Nội, hơn 20 điểm ngập úng,  giao thông ùn tắc nặng
THCL | Mưa lớn với lượng phổ biến từ 80–160 mm, có nơi đạt 199 mm, khiến hàng loạt tuyến phố Hà Nội ngập nước. Ngã ba Xa La, khu vực Mỹ Đình, Phạm Hùng, Tố Hữu và Huỳnh Thúc Kháng – Láng Hạ trở thành những điểm giao thông đáng chú ý. Công ty Thoát nước Hà Nội đã bố trí lực lượng ứng trực, khơi thông dòng chảy và vận hành đồng loạt các trạm bơm đầu mối. Người điều khiển xe máy và ôtô gầm thấp được khuyến cáo không cố đi qua nơi chưa xác định được độ sâu.
........
Thương hiệu & Công luận TV là Kênh Youtube chính thức của Tạp chí Thương hiệu & Công luận cập nhật liên tục, thường xuyên các tin tức trong nước và quốc tế, các sự kiện nóng, các vấn đề đời sống, xã hội được quan tâm; thông tin về dự báo thời tiết; phân tích chuyên sâu của các chuyên gia về các lĩnh vực.
Thương hiệu và Công luận TV là kênh Youtube chính thống của cơ quan Trung ương Hiệp hội VATAP
Tòa soạn: Tòa nhà B5D6 Khu đô thị mới Cầu Giấy, P. Cầu Giấy, Hà Nội 
Email: thuonghieucongluan@gmail.com
Giấy phép hoạt động báo chí điện tử số 64/GP-BTTTT do Bộ Thông tin và Truyền thông cấp ngày 21/2/2020.
Bản quyền thuộc Tạp chí Thương hiệu và Công luận
Cấm sao chép dưới mọi hình thức nếu không có sự chấp thuận bằng văn bản

#thuonghieuvacongluan #HaNoi #MuaLonHaNoi #NgapLutHaNoi #GiaoThongHaNoi #TinThoiTiet",2026-09-17T06:15:30Z,2026-09-17T06:15:30Z,accept,flood_transport_hanoi,1,"flood_state,transport_impact,hanoi_location",0,search,ngập úng Hà Nội đi,,,,,,2026-09-25T10:32:30.792791+07:00
youtube,HL2Qpub06S8,https://www.youtube.com/watch?v=HL2Qpub06S8,Trực tiếp: Tiếp cận hiện trường nhiều tuyến phố bị ngập nặng ở Hà Nội | Thời tiết Hà Nội #thoitiet,"Trực tiếp: Tiếp cận hiện trường nhiều tuyến phố bị ngập nặng ở Hà Nội | Thời tiết Hà Nội #thoitiet
VTV8 | Trực tiếp: Tiếp cận hiện trường nhiều tuyến phố bị ngập nặng ở Hà Nội | Thời tiết Hà Nội #thoitiet
Trực tiếp tiếp cận hiện trường nhiều tuyến phố tại Hà Nội đang bị ngập nặng sau mưa lớn, gây ảnh hưởng đến giao thông và sinh hoạt của người dân. Nhiều khu vực xuất hiện tình trạng nước dâng cao, phương tiện di chuyển khó khăn. VTV8 cập nhật liên tục hình ảnh hiện trường, mức độ ngập tại các tuyến phố và những diễn biến mới nhất của tình hình mưa lớn tại Hà Nội.
─────────────────────
📺 VTV8 – Kênh Truyền hình Quốc gia về Văn hóa, Di sản, Lịch sử và Du lịch, thuộc Đài Truyền hình Việt Nam.
Kênh YouTube chính thức của VTV8: cập nhật tin tức thời sự mỗi ngày và kể những câu chuyện, góc nhìn chuyên sâu về văn hóa, di sản, lịch sử, du lịch Việt Nam và thế giới.
📌 NỘI DUNG CHÍNH
• Thời sự – tin tức cập nhật hằng ngày
• Phim tài liệu, ký sự về di sản, làng nghề, lễ hội truyền thống
• Dấu ấn lịch sử, câu chuyện cội nguồn dân tộc
• Du lịch, ẩm thực, điểm đến khắp ba miền Bắc – Trung – Nam
─────────────────────
📍 258 Bạch Đằng, phường Hải Châu, TP. Đà Nẵng
🔴 Xem trực tiếp 24/7 trên VTVgo: https://vtvgo.vn/channel/36
🌐 Báo điện tử: vtv8.vtv.vn
📘 Fanpage: https://www.facebook.com/Tinnongmientrung
🎵 TikTok: https://www.tiktok.com/@vtv8_tinnongmientrungv8
🔔 Bản tin mới mỗi ngày – đăng ký kênh và bật thông báo để không bỏ lỡ.
© Đài Truyền hình Việt Nam. Vui lòng không sao chép, đăng tải lại dưới mọi hình thức.
#VTV8 #ngaphanoi #muolonhanoi #thoitethanoi",2026-09-17T06:45:29Z,2026-09-17T06:45:29Z,accept,flood_transport_hanoi,1,"flood_state,transport_impact,hanoi_location",1,search,ngập nước Hà Nội giao thông,,,,,,2026-09-25T10:43:27.613063+07:00
youtube,H_ir99ziDfc,https://www.youtube.com/watch?v=H_ir99ziDfc,"Cao tốc Hà Nội - Thái Nguyên ngập sâu hơn nửa mét, các phương tiện đi lại khó khăn | CafeLand","Cao tốc Hà Nội - Thái Nguyên ngập sâu hơn nửa mét, các phương tiện đi lại khó khăn | CafeLand
Network Bất động sản CafeLand: https://cafeland.vn/
Hỗ trợ từ Network CafeLand: https://zalo.me/3435801193180833862
CafeLand | Cao tốc Hà Nội - Thái Nguyên qua xã Trung Giã (Sóc Sơn cũ) ngập sâu hơn 50 cm, Cảnh sát giao thông phải phân luồng từ xa, hạn chế xe đi qua khu vực này.
Like, Share & Subscribe để cập nhật thông tin BĐS và review dự án mỗi ngày nhé.

Kết nối với Network CafeLand:
► Bản đồ bất động sản: https://map.cafeland.vn/ 
► Dự án Bất động sản toàn quốc: https://cafeland.vn/du-an/
► Mua bán nhà đất: https://nhadat.cafeland.vn/
► Tải App CafeLand Proptech: https://cafeland.vn/open-app
► Tiktok: https://www.tiktok.com/@cafelandtv_official
► Facebook: https://www.facebook.com/batdongsancafeland/
► Đăng ký hội viên CafeLand TV: https://www.youtube.com/channel/UCfwQLe-WkFENDWo6w4OC1ug/join

Gửi câu hỏi thắc mắc cần giải đáp về mail: tv@cafeland.vn
Bản quyền thuộc về CAFELAND TV.
Cấm Reup và cắt xén video, trong mọi trường hợp cần phải xin phép CafeLand TV
#tintuc #cafeland #ngaplut #thainguyen #hanoi",2025-10-10T05:00:16Z,2025-10-10T05:00:16Z,accept,flood_transport_hanoi,1,"flood_state,transport_impact,hanoi_location",0,search,ngập lụt Hà Nội đi lại,,,,,,2026-09-25T10:37:07.274430+07:00
youtube,He4BvrF9uYE,https://www.youtube.com/watch?v=He4BvrF9uYE,"Đường phố Hà Nội ngập nặng, nhiều tuyến đường tắc nghẽn sau cơn mưa kéo dài","Đường phố Hà Nội ngập nặng, nhiều tuyến đường tắc nghẽn sau cơn mưa kéo dài
Nhà báo & Công luận | Hà Nội hứng chịu trận mưa lớn kéo dài từ đêm 25/8 tới sáng 26/8, khiến nhiều tuyến phố ngập sâu, giao thông ùn tắc kéo dài trong giờ cao điểm.


-------------------
Tin nóng 24h được phát sóng vào các ngày từ thứ 2 đến Chủ Nhật hàng tuần trên kênh Nhà báo & Công luận với những thông tin trong nước và quốc tế nóng hổi nhất.
Có những thông tin đáng chú ý sau:
Xem những Video mới và hấp dẫn nhất:
Tin tức quốc tế: https://bit.ly/46ygAQG
Tin tức trong nước: https://bit.ly/45dQ2Sh
--------------
Đồng hành cùng Nhà báo & Công luận
- Website: https://congluan.vn 
- Fanpage: https://www.facebook.com/nhabaovacongluan 
- Youtube: https://www.youtube.com/@nhabaovacongluan01 

#bao #baoso5 #thoisuquocte  #nhabaovacongluan #NhàbáoCông luận",2025-08-26T07:36:04Z,2025-08-26T07:36:04Z,accept,flood_transport_hanoi,1,"flood_state,transport_impact,hanoi_location",0,search,phố ngập Hà Nội tham gia giao thông,,,,,,2026-09-25T11:16:42.738518+07:00
